id,iep,ell,grade,expected_small,expected_1,week,days_absent,whole_group,small_group,one_one,num_complete,percent_complete,lexia_min,dreambox_min
712,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-10-26,0,4,2,1,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-11-02,1,3,0,1,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-11-09,1,2,0,1,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-11-16,0,4,0,1,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-11-23,2,0,0,0,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-11-30,0,4,0,1,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-12-07,1,3,0,0,NA,NA,NA,NA
712,N,,PS,NA,NA,2020-12-14,0,4,0,1,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-09-07,1,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-09-28,1,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-10-12,1,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-10-19,4,NA,NA,NA,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-10-26,4,0,0,0,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-11-02,4,0,0,0,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-11-16,0,4,0,1,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-11-23,2,0,0,0,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-11-30,0,4,0,1,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-12-07,1,3,0,0,NA,NA,NA,NA
719,N,,PS,NA,NA,2020-12-14,0,4,0,1,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-10-12,1,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-10-26,0,4,2,1,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-11-02,0,4,0,1,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-11-09,1,2,0,1,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-11-16,0,4,0,1,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-11-23,2,0,0,0,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-11-30,0,4,0,1,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-12-07,0,4,0,1,NA,NA,NA,NA
733,N,,PS,NA,NA,2020-12-14,1,3,0,1,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-10-26,1,3,1,1,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-11-02,0,4,0,0,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-11-16,0,4,0,1,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-11-23,1,1,0,0,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-11-30,0,3,0,1,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-12-07,0,4,0,1,NA,NA,NA,NA
737,N,,PS,NA,NA,2020-12-14,0,4,0,1,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-10-26,0,4,2,0,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-11-02,1,3,0,0,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-11-09,1,2,0,0,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-11-16,2,1,0,1,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-11-23,2,0,0,0,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-11-30,4,0,0,0,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-12-07,4,0,0,0,NA,NA,NA,NA
739,Y,,PS,NA,NA,2020-12-14,4,0,0,0,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-10-26,0,4,2,1,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-11-02,0,4,0,1,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-11-16,0,4,0,2,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-11-23,2,0,0,0,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-11-30,0,4,0,1,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-12-07,1,3,0,0,NA,NA,NA,NA
746,N,,PS,NA,NA,2020-12-14,0,4,0,1,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-10-26,1,3,2,1,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-11-02,0,4,0,0,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-11-16,0,4,0,1,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-11-23,1,1,0,0,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-11-30,0,3,0,1,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-12-07,0,4,0,1,NA,NA,NA,NA
748,N,,PS,NA,NA,2020-12-14,0,4,0,1,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-09-07,1,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-09-28,2,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-10-05,4,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-10-12,2,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-10-19,4,NA,NA,NA,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-10-26,0,4,1,1,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-11-02,0,4,0,0,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-11-09,0,3,0,1,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-11-16,0,4,0,1,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-11-23,2,0,0,0,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-11-30,3,1,0,0,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-12-07,0,4,0,1,NA,NA,NA,NA
752,N,,PS,NA,NA,2020-12-14,0,4,0,1,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-10-26,0,4,0,0,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-11-02,0,4,0,0,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-11-16,0,4,0,0,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-11-23,0,2,0,0,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-11-30,0,4,1,1,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-12-07,0,4,2,1,NA,NA,NA,NA
700,N,,PS,NA,NA,2020-12-14,0,4,2,1,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-10-05,1,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-10-26,1,3,0,0,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-11-02,1,3,0,0,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-11-16,1,3,0,0,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-11-23,2,0,0,0,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-11-30,1,3,1,1,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-12-07,3,1,0,0,NA,NA,NA,NA
706,N,,PS,NA,NA,2020-12-14,4,0,0,0,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-10-26,0,4,0,0,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-11-02,0,4,0,0,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-11-16,1,2,0,0,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-11-23,0,2,0,0,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-11-30,0,4,1,0,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-12-07,0,4,2,0,NA,NA,NA,NA
709,N,,PS,NA,NA,2020-12-14,0,4,2,1,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-10-26,0,4,0,0,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-11-02,0,3,0,0,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-11-16,0,4,0,0,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-11-23,0,2,0,0,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-11-30,0,4,2,1,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-12-07,0,4,2,1,NA,NA,NA,NA
720,N,,PS,NA,NA,2020-12-14,0,4,2,0,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-10-26,0,4,0,0,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-11-02,0,4,0,0,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-11-16,0,4,0,0,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-11-23,0,2,0,0,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-11-30,0,4,2,1,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-12-07,0,3,2,1,NA,NA,NA,NA
742,N,,PS,NA,NA,2020-12-14,0,4,2,1,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-08-24,1,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-09-14,1,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-09-28,1,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-10-05,2,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-10-19,3,NA,NA,NA,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-10-26,3,1,0,0,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-11-02,4,0,0,0,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-11-09,3,0,0,0,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-11-16,4,0,0,0,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-11-23,2,0,0,0,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-11-30,4,0,0,0,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-12-07,3,1,0,0,NA,NA,NA,NA
743,N,,PS,NA,NA,2020-12-14,4,0,0,0,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-08-24,1,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-10-19,2,NA,NA,NA,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-10-26,0,4,0,0,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-11-02,1,3,0,0,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-11-16,0,4,0,0,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-11-23,0,2,0,0,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-11-30,0,4,1,1,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-12-07,0,4,2,1,NA,NA,NA,NA
751,N,,PS,NA,NA,2020-12-14,0,4,1,1,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-08-19,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-08-24,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-08-31,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-09-07,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-09-14,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-09-21,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-09-28,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-10-05,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-10-12,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-10-19,0,NA,NA,NA,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-10-26,0,4,0,0,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-11-02,0,4,0,0,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-11-09,0,3,0,0,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-11-16,0,4,0,0,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-11-23,1,1,0,0,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-11-30,0,4,1,1,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-12-07,0,4,2,1,NA,NA,NA,NA
791,N,,PS,NA,NA,2020-12-14,0,4,2,1,NA,NA,NA,NA
